docTokenBegin,text,ner,nerConfidences,title,clean_text,clean_text_others
6227,Holmes,PERSON,{'PERSON': 0.86684879675553},the_musgrave_ritual,Sherlock Holmes,Sherlock Holmes
6247,Brunton,PERSON,{'PERSON': 0.99457727567672},the_musgrave_ritual,Brunton,Brunton
6267,Musgrave,PERSON,{'PERSON': 0.99972503494038},the_musgrave_ritual,Musgrave,Musgrave
6446,Watson,PERSON,{'PERSON': 0.92574737586245},the_musgrave_ritual,John H. Watson,John H. Watson
6473,Brunton,PERSON,{'PERSON': 0.955202260126},the_musgrave_ritual,Brunton,Brunton
6606,Watson,PERSON,{'PERSON': 0.94173481930869},the_musgrave_ritual,John H. Watson,John H. Watson
6671,Brunton,PERSON,{'PERSON': 0.98135848310649},the_musgrave_ritual,Brunton,Brunton
6707,Musgrave,PERSON,{'PERSON': 0.99529039985762},the_musgrave_ritual,Musgrave,Musgrave
6954,Jove,PERSON,{'PERSON': 0.75688455014843},the_musgrave_ritual,Jove,Jove
6964,Brunton,PERSON,{'PERSON': 0.7698847399279},the_musgrave_ritual,Brunton,Brunton
7062,Musgrave,PERSON,{'PERSON': 0.99105269289785},the_musgrave_ritual,Musgrave,Musgrave
7386,Watson,PERSON,{'PERSON': 0.89341509740101},the_musgrave_ritual,John H. Watson,John H. Watson
7414,Ritual,MISC,{'MISC': 0.47108072215969},the_musgrave_ritual,Ritual,Ritual
7457,Brunton,PERSON,{'PERSON': 0.7496531654903},the_musgrave_ritual,Brunton,Brunton
7515,Watson,PERSON,{'PERSON': 0.75271695858215},the_musgrave_ritual,John H. Watson,John H. Watson
7556,Brunton,PERSON,{'PERSON': 0.97071996315094},the_musgrave_ritual,Brunton,Brunton
7726,Howells,PERSON,{'PERSON': 0.93888356423903},the_musgrave_ritual,Howells,other
7799,Sussex,LOCATION,{'ORGANIZATION': 0.8489312982277},the_musgrave_ritual,Sussex,Sussex
8002,Brunton,PERSON,{'PERSON': 0.75089897595689},the_musgrave_ritual,Brunton,Brunton
8011,Brunton,PERSON,{'PERSON': 0.93687330799049},the_musgrave_ritual,Brunton,Brunton
8053,Celtic,MISC,{'MISC': 0.75603774341863},the_musgrave_ritual,Celtic,Celtic
8098,Brunton,PERSON,{'PERSON': 0.90163382466194},the_musgrave_ritual,Brunton,Brunton
8295,Musgrave,PERSON,{'PERSON': 0.99527733726537},the_musgrave_ritual,Musgrave,Musgrave
8320,Charles the First,PERSON,{'PERSON': 0.62358240425015},the_musgrave_ritual,Charles the First,other
8362,Charles the First,PERSON,{'PERSON': 0.44874451382062},the_musgrave_ritual,Charles the First,other
8519,England,LOCATION,{'LOCATION': 0.99973702681482},the_musgrave_ritual,England,England
8567,Ralph Musgrave,PERSON,{'PERSON': 0.9999881683802},the_musgrave_ritual,Ralph Musgrave,other
8581,Charles the Second,PERSON,{'PERSON': 0.52710557793289},the_musgrave_ritual,Charles the Second,other
8687,England,LOCATION,{'LOCATION': 0.99894940183607},the_musgrave_ritual,England,England
8730,Charles,PERSON,{'PERSON': 0.95857106007538},the_musgrave_ritual,Charles,Charles
8750,Charles the Second,PERSON,{'PERSON': 0.96382071078178},the_musgrave_ritual,Charles the Second,other
8782,Stuarts,ORGANIZATION,{'ORGANIZATION': 0.76312288108308},the_musgrave_ritual,Stuarts,Stuarts
8863,Charles,PERSON,{'PERSON': 0.99869308252324},the_musgrave_ritual,Charles,Charles
8875,Musgrave,PERSON,{'PERSON': 0.9928448680376},the_musgrave_ritual,Musgrave,Musgrave
8915,Musgrave,PERSON,{'PERSON': 0.7882655167889},the_musgrave_ritual,Musgrave,Musgrave
8991,Musgrave Ritual,ORGANIZATION,{'ORGANIZATION': 0.44072264476118},the_musgrave_ritual,Musgrave Ritual,Musgrave Ritual
8994,Watson,PERSON,{'PERSON': 0.9224194554709},the_musgrave_ritual,John H. Watson,John H. Watson
9061,England,LOCATION,{'LOCATION': 0.99996321089289},the_musgrave_ritual,England,England
57,Sussex,LOCATION,{'ORGANIZATION': 0.72644364737035},the_adventure_of_the_lions_mane,Sussex,Sussex
72,Nature,MISC,{'MISC': 0.5479527406148},the_adventure_of_the_lions_mane,Nature,Nature
89,London,LOCATION,{'LOCATION': 0.98786021989335},the_adventure_of_the_lions_mane,London,London
99,Watson,PERSON,{'PERSON': 0.96599493915015},the_adventure_of_the_lions_mane,John H. Watson,John H. Watson
109,week-end,DATE,{'DATE': 0.51844600487366},the_adventure_of_the_lions_mane,week-end,week-end
327,Fulworth,LOCATION,{'LOCATION': 0.97430888140918},the_adventure_of_the_lions_mane,Fulworth,Fulworth
361,Harold Stackhurst,PERSON,{'PERSON': 0.99879616065292},the_adventure_of_the_lions_mane,Harold Stackhurst,other
397,Stackhurst,PERSON,{'PERSON': 0.61370740307558},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
465,"July, 1907",DATE,{'DATE': 0.99990699457732},the_adventure_of_the_lions_mane,"July, 1907","July, 1907"
516,Nature,MISC,{'MISC': 0.6513679898103},the_adventure_of_the_lions_mane,Nature,Nature
575,Harold Stackhurst,PERSON,{'PERSON': 0.99912789199769},the_adventure_of_the_lions_mane,Harold Stackhurst,other
589,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
630,McPherson,PERSON,{'PERSON': 0.9907697331051},the_adventure_of_the_lions_mane,McPherson,McPherson
644,Fitzroy McPherson,PERSON,{'PERSON': 0.97759750680555},the_adventure_of_the_lions_mane,Fitzroy McPherson,other
991,Burberry,ORGANIZATION,{'ORGANIZATION': 0.66082460896264},the_adventure_of_the_lions_mane,Burberry,Burberry
1103,Stackhurst,PERSON,{'PERSON': 0.72098660859877},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
1119,Ian Murdoch,PERSON,{'PERSON': 0.99977081084915},the_adventure_of_the_lions_mane,Ian Murdoch,Ian Murdoch
1126,Murdoch,PERSON,{'PERSON': 0.99881868084481},the_adventure_of_the_lions_mane,Murdoch,Murdoch
1254,McPherson,PERSON,{'PERSON': 0.890277155731},the_adventure_of_the_lions_mane,McPherson,McPherson
1276,Stackhurst,PERSON,{'PERSON': 0.46566301690566},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
1378,late this morning,TIME,{'TIME': 0.91255282221766},the_adventure_of_the_lions_mane,late this morning,late this morning
1415,Fulworth,LOCATION,{'LOCATION': 0.97345288342222},the_adventure_of_the_lions_mane,Fulworth,Fulworth
1445,Stackhurst,LOCATION,{'LOCATION': 0.34657833759934},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
1507,Fulworth,LOCATION,{'LOCATION': 0.98123777393268},the_adventure_of_the_lions_mane,Fulworth,Fulworth
1589,McPherson,PERSON,{'PERSON': 0.99866797552692},the_adventure_of_the_lions_mane,McPherson,McPherson
1638,McPherson,PERSON,{'PERSON': 0.88873528576644},the_adventure_of_the_lions_mane,McPherson,McPherson
1773,Stackhurst,PERSON,{'PERSON': 0.78271049714999},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
1778,The Gables,LOCATION,{'LOCATION': 0.6833641549337},the_adventure_of_the_lions_mane,The Gables,The Gables
1958,McPherson,PERSON,{'PERSON': 0.92275734379923},the_adventure_of_the_lions_mane,McPherson,McPherson
2038,Stackhurst,PERSON,{'PERSON': 0.62182167581288},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
2048,Ian Murdoch,PERSON,{'PERSON': 0.99907348477197},the_adventure_of_the_lions_mane,Ian Murdoch,Ian Murdoch
2054,Anderson,PERSON,{'PERSON': 0.92119910579419},the_adventure_of_the_lions_mane,Anderson,other
2072,Sussex,LOCATION,{'ORGANIZATION': 0.91087336249637},the_adventure_of_the_lions_mane,Sussex,Sussex
2116,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
2136,Lewes,LOCATION,{'LOCATION': 0.92224748762573},the_adventure_of_the_lions_mane,Lewes,Lewes
2248,Maudie,PERSON,{'PERSON': 0.94573664484441},the_adventure_of_the_lions_mane,Maudie,other
2322,Stackhurst,PERSON,{'PERSON': 0.6781960460016},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
2340,The Gables,LOCATION,{'LOCATION': 0.78369286525322},the_adventure_of_the_lions_mane,The Gables,The Gables
2383,McPherson,PERSON,{'PERSON': 0.84917064317205},the_adventure_of_the_lions_mane,McPherson,McPherson
2399,Miss Maud Bellamy,PERSON,{'MISC': 0.49967433835748},the_adventure_of_the_lions_mane,Miss Maud Bellamy,other
2404,Fulworth,LOCATION,{'LOCATION': 0.82018218039537},the_adventure_of_the_lions_mane,Fulworth,Fulworth
2521,McPherson,PERSON,{'PERSON': 0.9682548659509},the_adventure_of_the_lions_mane,McPherson,McPherson
2539,Ian Murdoch,PERSON,{'PERSON': 0.99893336917034},the_adventure_of_the_lions_mane,Ian Murdoch,Ian Murdoch
2599,Murdoch,PERSON,{'PERSON': 0.97193038210838},the_adventure_of_the_lions_mane,Murdoch,Murdoch
2605,McPherson,PERSON,{'PERSON': 0.98783342636877},the_adventure_of_the_lions_mane,McPherson,McPherson
2721,Holmes,PERSON,{'PERSON': 0.96058524958464},the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
2732,McPherson,PERSON,{'PERSON': 0.99839853170637},the_adventure_of_the_lions_mane,McPherson,McPherson
2772,Tom Bellamy,PERSON,{'PERSON': 0.9999014915348},the_adventure_of_the_lions_mane,Tom Bellamy,other
2785,Fulworth,LOCATION,{'LOCATION': 0.95822093065039},the_adventure_of_the_lions_mane,Fulworth,Fulworth
2808,William,PERSON,{'PERSON': 0.9980017448245},the_adventure_of_the_lions_mane,William Morris ,William Morris 
2819,Fulworth,LOCATION,{'LOCATION': 0.60275541632834},the_adventure_of_the_lions_mane,Fulworth,Fulworth
2951,Fulworth,LOCATION,{'LOCATION': 0.99716906738242},the_adventure_of_the_lions_mane,Fulworth,Fulworth
2999,Bellamy,PERSON,{'PERSON': 0.98493587173599},the_adventure_of_the_lions_mane,Bellamy,other
3025,Jove,PERSON,{'PERSON': 0.69445926789004},the_adventure_of_the_lions_mane,Jove,Jove
3060,Ian Murdoch,PERSON,{'PERSON': 0.99994404061323},the_adventure_of_the_lions_mane,Ian Murdoch,Ian Murdoch
3081,Stackhurst,PERSON,{'PERSON': 0.78035770705423},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
3122,Murdoch,PERSON,{'PERSON': 0.99793688842647},the_adventure_of_the_lions_mane,Murdoch,Murdoch
3196,Mr. Murdoch,PERSON,,the_adventure_of_the_lions_mane,Mr. Murdoch,other
3285,Stackhurst,PERSON,{'PERSON': 0.63086243791556},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
3322,Mr. Ian Murdoch,PERSON,,the_adventure_of_the_lions_mane,Mr. Ian Murdoch,other
3364,Bellamys,ORGANIZATION,{'ORGANIZATION': 0.42135649685893},the_adventure_of_the_lions_mane,Bellamys,Bellamys
3374,Stackhurst,PERSON,{'PERSON': 0.83243156395026},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
3387,Mr. Bellamy,PERSON,,the_adventure_of_the_lions_mane,Mr. Bellamy,other
3471,Mr. McPherson,PERSON,,the_adventure_of_the_lions_mane,Mr. McPherson,other
3476,Maud,PERSON,{'PERSON': 0.86745402335496},the_adventure_of_the_lions_mane,Maud,other
3662,Harold Stackhurst,PERSON,{'PERSON': 0.96835441750161},the_adventure_of_the_lions_mane,Harold Stackhurst,other
3670,Fitzroy,PERSON,{'PERSON': 0.90181691148972},the_adventure_of_the_lions_mane,Fitzroy,other
3745,William,PERSON,{'PERSON': 0.9890762518203},the_adventure_of_the_lions_mane,William Morris ,William Morris 
3820,Maud Bellamy,PERSON,{'PERSON': 0.99887064703615},the_adventure_of_the_lions_mane,Maud Bellamy,other
3861,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
3934,Mr. McPherson,PERSON,,the_adventure_of_the_lions_mane,Mr. McPherson,other
3981,Maud,PERSON,{'PERSON': 0.9735113865084},the_adventure_of_the_lions_mane,Maud,other
4128,Fitzroy,PERSON,{'PERSON': 0.87495429271943},the_adventure_of_the_lions_mane,Fitzroy,other
4170,Mr. Bellamy,PERSON,,the_adventure_of_the_lions_mane,Mr. Bellamy,other
4261,Tuesday,DATE,{'DATE': 0.99964763982219},the_adventure_of_the_lions_mane,Tuesday,Tuesday
4273,F. M.,MISC,{'MISC': 0.49295904720193},the_adventure_of_the_lions_mane,F. M.,F. M.
4276,Tuesday,DATE,{'DATE': 0.98481828264528},the_adventure_of_the_lions_mane,Tuesday,Tuesday
4399,Mr. Ian Murdoch,PERSON,,the_adventure_of_the_lions_mane,Mr. Ian Murdoch,other
4436,Fitzroy,PERSON,{'PERSON': 0.59894162043915},the_adventure_of_the_lions_mane,Fitzroy,other
4471,Stackhurst,PERSON,{'PERSON': 0.61725448166733},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
4532,Stackhurst,PERSON,{'PERSON': 0.61464052238909},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
4654,Mr. McPherson,PERSON,,the_adventure_of_the_lions_mane,Mr. McPherson,other
4682,Mr. McPherson,PERSON,,the_adventure_of_the_lions_mane,Mr. McPherson,other
4742,The Gables,LOCATION,{'LOCATION': 0.70667551485384},the_adventure_of_the_lions_mane,The Gables,The Gables
4875,The Gables,LOCATION,{'LOCATION': 0.63095010077534},the_adventure_of_the_lions_mane,The Gables,The Gables
4881,Stackhurst,PERSON,{'PERSON': 0.86590897534941},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
4892,Sudbury,LOCATION,{'LOCATION': 0.81548024284045},the_adventure_of_the_lions_mane,Sudbury,Sudbury
4894,Blount,PERSON,{'PERSON': 0.98446564571875},the_adventure_of_the_lions_mane,Blount,other
4945,Airedale,MISC,{'MISC': 0.61133499140887},the_adventure_of_the_lions_mane,Airedale,Airedale
4984,Gables,MISC,{'MISC': 0.3969094310821},the_adventure_of_the_lions_mane,Gables,Gables
5206,Watson,PERSON,{'PERSON': 0.76477727856351},the_adventure_of_the_lions_mane,John H. Watson,John H. Watson
5470,Bardle,PERSON,{'PERSON': 0.87865633909288},the_adventure_of_the_lions_mane,Bardle,Bardle
5473,Sussex,LOCATION,{'ORGANIZATION': 0.64700323262076},the_adventure_of_the_lions_mane,Sussex,Sussex
5474,Constabulary,ORGANIZATION,{'ORGANIZATION': 0.49316461114635},the_adventure_of_the_lions_mane,Constabulary,Constabulary
5535,McPherson,PERSON,{'PERSON': 0.99067557160333},the_adventure_of_the_lions_mane,McPherson,McPherson
5556,Mr. Ian Murdoch,PERSON,,the_adventure_of_the_lions_mane,Mr. Ian Murdoch,other
5631,Murdoch,PERSON,{'PERSON': 0.99013029669463},the_adventure_of_the_lions_mane,Murdoch,Murdoch
5667,McPherson,PERSON,{'PERSON': 0.99239970977669},the_adventure_of_the_lions_mane,McPherson,McPherson
5688,Miss Bellamy,PERSON,,the_adventure_of_the_lions_mane,Miss Bellamy,other
5704,Murdoch,PERSON,{'PERSON': 0.9977298766017},the_adventure_of_the_lions_mane,Murdoch,Murdoch
5792,McPherson,PERSON,{'PERSON': 0.90725965174707},the_adventure_of_the_lions_mane,McPherson,McPherson
5906,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
5942,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
6158,Jove,PERSON,{'PERSON': 0.49883592185775},the_adventure_of_the_lions_mane,Jove,Jove
6160,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
6181,Mr. Bardle,PERSON,,the_adventure_of_the_lions_mane,Bardle,Bardle
6216,Ian,PERSON,{'PERSON': 0.92422666212139},the_adventure_of_the_lions_mane,Ian,other
6236,Murdoch,PERSON,{'PERSON': 0.89592462452773},the_adventure_of_the_lions_mane,Murdoch,Murdoch
6268,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
6337,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
6368,Bellamy,PERSON,{'PERSON': 0.98037692538499},the_adventure_of_the_lions_mane,Bellamy,other
6382,Mr. McPherson,PERSON,,the_adventure_of_the_lions_mane,Mr. McPherson,other
6439,midday,TIME,{'TIME': 0.75907101587239},the_adventure_of_the_lions_mane,midday,midday
6477,Ian Murdoch,PERSON,{'PERSON': 0.99972888162002},the_adventure_of_the_lions_mane,Ian Murdoch,Ian Murdoch
6675,Fitzroy McPherson,PERSON,{'PERSON': 0.82727676545647},the_adventure_of_the_lions_mane,Fitzroy McPherson,other
6849,Holmes,PERSON,{'PERSON': 0.99525731155418},the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
6873,McPherson,PERSON,{'PERSON': 0.99982198209412},the_adventure_of_the_lions_mane,McPherson,McPherson
6887,McPherson,PERSON,{'PERSON': 0.99425836555294},the_adventure_of_the_lions_mane,McPherson,McPherson
6986,Holmes,PERSON,{'PERSON': 0.7710116263566},the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
7035,Stackhurst,PERSON,{'PERSON': 0.34524968754592},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
7118,Indian,MISC,{'MISC': 0.99963174386996},the_adventure_of_the_lions_mane,Indian,Indian
7436,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
7461,Sussex,LOCATION,{'ORGANIZATION': 0.56439854389752},the_adventure_of_the_lions_mane,Sussex,Sussex
7469,Sussex,LOCATION,{'ORGANIZATION': 0.87899366068261},the_adventure_of_the_lions_mane,Sussex,Sussex
7534,Murdoch,PERSON,{'PERSON': 0.99958914802588},the_adventure_of_the_lions_mane,Murdoch,Murdoch
7643,J. G. Wood,PERSON,{'PERSON': 0.99506490801545},the_adventure_of_the_lions_mane,J. G. Wood,other
7647,Wood,PERSON,{'PERSON': 0.50004652733356},the_adventure_of_the_lions_mane,Wood,Wood
7776,Kent,LOCATION,,the_adventure_of_the_lions_mane,Kent,Kent
7817,Wood,PERSON,{'PERSON': 0.6641853980474},the_adventure_of_the_lions_mane,Wood,Wood
8023,McPherson,PERSON,{'PERSON': 0.951371666525},the_adventure_of_the_lions_mane,McPherson,McPherson
8034,Ian Murdoch,PERSON,{'PERSON': 0.99990212452236},the_adventure_of_the_lions_mane,Ian Murdoch,Ian Murdoch
8053,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
8090,Mr. Murdoch,PERSON,,the_adventure_of_the_lions_mane,Mr. Murdoch,other
8129,Mr. Holmes,PERSON,,the_adventure_of_the_lions_mane,Sherlock Holmes,Sherlock Holmes
8194,McPherson,PERSON,{'PERSON': 0.99442418064792},the_adventure_of_the_lions_mane,McPherson,McPherson
8238,Murdoch,PERSON,{'PERSON': 0.99945481824602},the_adventure_of_the_lions_mane,Murdoch,Murdoch
8290,McPherson,PERSON,{'PERSON': 0.99856906001313},the_adventure_of_the_lions_mane,McPherson,McPherson
8407,Stackhurst,PERSON,{'PERSON': 0.68819607573915},the_adventure_of_the_lions_mane,Stackhurst,Stackhurst
8434,Murdoch,PERSON,{'PERSON': 0.99667520108397},the_adventure_of_the_lions_mane,Murdoch,Murdoch
8636,Scotland Yard,LOCATION,,the_adventure_of_the_lions_mane,Scotland Yard,Scotland Yard
3,1894,DATE,{'DATE': 0.76312974732461},the_adventure_of_the_solitary_cyclist,1894,1894
5,1901,DATE,{'DATE': 0.91600333655251},the_adventure_of_the_solitary_cyclist,1901,1901
7,Mr. Sherlock Holmes,PERSON,,the_adventure_of_the_solitary_cyclist,Sherlock Holmes,Sherlock Holmes
186,Miss Violet Smith,PERSON,{'MISC': 0.43377904151006},the_adventure_of_the_solitary_cyclist,Miss Violet Smith,other
194,Charlington,LOCATION,{'LOCATION': 0.80708312110833},the_adventure_of_the_solitary_cyclist,Charlington,Charlington
273,1895,DATE,{'DATE': 0.86382404980752},the_adventure_of_the_solitary_cyclist,1895,1895
280,Saturday,DATE,{'DATE': 0.99786061184083},the_adventure_of_the_solitary_cyclist,Saturday,Saturday
283,23rd of April,DATE,{'DATE': 0.99771116501052},the_adventure_of_the_solitary_cyclist,23rd of April,23rd of April
292,Miss Violet Smith,PERSON,,the_adventure_of_the_solitary_cyclist,Miss Violet Smith,other
306,Holmes,PERSON,{'PERSON': 0.91017638169718},the_adventure_of_the_solitary_cyclist,Sherlock Holmes,Sherlock Holmes
328,John Vincent Harden,PERSON,{'PERSON': 0.98313798599796},the_adventure_of_the_solitary_cyclist,John Vincent Harden,other
408,Baker Street,LOCATION,{'LOCATION': 0.995021520817},the_adventure_of_the_solitary_cyclist,Baker Street,Baker Street
480,Holmes,PERSON,{'PERSON': 0.9930531370191},the_adventure_of_the_solitary_cyclist,Sherlock Holmes,Sherlock Holmes
577,Mr. Holmes,PERSON,,the_adventure_of_the_solitary_cyclist,Sherlock Holmes,Sherlock Holmes
682,Watson,PERSON,{'PERSON': 0.56799935440393},the_adventure_of_the_solitary_cyclist,John H. Watson,John H. Watson
728,Mr. Holmes,PERSON,,the_adventure_of_the_solitary_cyclist,Sherlock Holmes,Sherlock Holmes
755,Farnham,LOCATION,{'LOCATION': 0.98468249021114},the_adventure_of_the_solitary_cyclist,Farnham,Farnham
761,Surrey,LOCATION,{'LOCATION': 0.85901294243647},the_adventure_of_the_solitary_cyclist,Surrey,Surrey
779,Watson,PERSON,{'PERSON': 0.9460518418062},the_adventure_of_the_solitary_cyclist,John H. Watson,John H. Watson
789,Archie Stamford,PERSON,{'PERSON': 0.9388767611538},the_adventure_of_the_solitary_cyclist,Archie,Archie
